ma_sv,ma_mon,ten_mon,clo_id,clo_desc,plo,level,bloom,diem_clo,dat_clo,exam_type
SV0211,BEB23122,Triết học Mác-Lênin,CLO1,"Phân tích các khái niệm, phạm trù triết học qua các thời kỳ.",PLO10,R,Phân tích,7.95,1,final
SV0211,BEB23122,Triết học Mác-Lênin,CLO2,Giải thích bản chất thế giới dựa trên quan điểm triết học Má,PLO10,R,Giải thích,6.6,1,assignment
SV0211,BEB23122,Triết học Mác-Lênin,CLO3,Vận dụng tư duy biện chứng để giải quyết vấn đề thực tiễn.,PLO9,I,Vận dụng,8.17,1,midterm
SV0211,BEB23122,Triết học Mác-Lênin,CLO4,Đánh giá vấn đề chính trị-xã hội qua học thuyết kinh tế-xã h,PLO10,R,Đánh giá,10.0,1,assignment
SV0211,BEB23122,Triết học Mác-Lênin,CLO5,"Ứng dụng triết học chính trị vào nghiên cứu đạo đức, nhân si",PLO10,R,Ứng dụng,10.0,1,midterm
SV0211,BEB23122,Triết học Mác-Lênin,CLO6,Phát triển tư duy phản biện và lập luận logic trong nghiên c,PLO9,I,Sáng tạo,8.08,1,assignment
SV0211,CSB35037,Nhập môn trí tuệ nhân tạo,CLO1,"Hiểu lịch sử, xu hướng và ứng dụng của trí tuệ nhân tạo.",PLO1,I,Nhận biết,6.71,1,midterm
SV0211,CSB35037,Nhập môn trí tuệ nhân tạo,CLO2,"Áp dụng thuật toán tìm kiếm (BFS, DFS, A*) để giải bài toán.",PLO3,R,Áp dụng,6.63,1,assignment
SV0211,CSB35037,Nhập môn trí tuệ nhân tạo,CLO3,Xây dựng hệ thống suy diễn logic và biểu diễn tri thức.,PLO3,R,Xây dựng,7.83,1,assignment
SV0211,CSB35037,Nhập môn trí tuệ nhân tạo,CLO4,Thiết kế và cài đặt mô hình học máy cơ bản.,PLO1,M,Thiết kế,4.97,0,final
SV0211,CSB35037,Nhập môn trí tuệ nhân tạo,CLO5,Đánh giá hiệu quả các phương pháp AI trong ứng dụng thực tế.,PLO2,M,Đánh giá,8.95,1,midterm
SV0212,BEB23122,Triết học Mác-Lênin,CLO1,"Phân tích các khái niệm, phạm trù triết học qua các thời kỳ.",PLO10,R,Phân tích,2.58,0,midterm
SV0212,BEB23122,Triết học Mác-Lênin,CLO2,Giải thích bản chất thế giới dựa trên quan điểm triết học Má,PLO10,R,Giải thích,4.18,0,final
SV0212,BEB23122,Triết học Mác-Lênin,CLO3,Vận dụng tư duy biện chứng để giải quyết vấn đề thực tiễn.,PLO9,I,Vận dụng,6.21,1,midterm
SV0212,BEB23122,Triết học Mác-Lênin,CLO4,Đánh giá vấn đề chính trị-xã hội qua học thuyết kinh tế-xã h,PLO10,R,Đánh giá,4.24,0,final
SV0212,BEB23122,Triết học Mác-Lênin,CLO5,"Ứng dụng triết học chính trị vào nghiên cứu đạo đức, nhân si",PLO10,R,Ứng dụng,5.25,0,assignment
SV0212,BEB23122,Triết học Mác-Lênin,CLO6,Phát triển tư duy phản biện và lập luận logic trong nghiên c,PLO9,I,Sáng tạo,6.91,1,assignment
SV0212,DBB33003,Ra quyết định dựa trên dữ liệu,CLO1,Phân tích dữ liệu để hỗ trợ ra quyết định kinh doanh.,PLO3,R,Phân tích,4.18,0,final
SV0212,DBB33003,Ra quyết định dựa trên dữ liệu,CLO2,Xây dựng và diễn giải dashboard quản trị dữ liệu.,PLO4,R,Xây dựng,4.4,0,final
SV0212,DBB33003,Ra quyết định dựa trên dữ liệu,CLO3,Ứng dụng thống kê suy diễn trong phân tích kinh doanh.,PLO4,M,Ứng dụng,2.64,0,final
SV0212,DBB33003,Ra quyết định dựa trên dữ liệu,CLO4,Lập luận và bảo vệ quyết định dựa trên bằng chứng dữ liệu.,PLO9,M,Đánh giá,4.22,0,assignment
SV0212,DSB25031,Học máy và Học sâu,CLO1,Hiểu và giải thích các thuật toán học máy cơ bản.,PLO1,R,Giải thích,3.3,0,final
SV0212,DSB25031,Học máy và Học sâu,CLO2,Xây dựng mô hình dự đoán và phân loại bằng scikit-learn.,PLO3,R,Xây dựng,2.41,0,midterm
SV0212,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,5.53,1,midterm
SV0212,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,1.86,0,assignment
SV0212,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,3.46,0,midterm
SV0213,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,10.0,1,final
SV0213,CSB25017,Lập trình hướng đối tượng,CLO2,Thiết kế và cài đặt chương trình theo mô hình OOP.,PLO2,R,Thiết kế,8.84,1,midterm
SV0213,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,8.47,1,midterm
SV0213,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,10.0,1,assignment
SV0213,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,9.36,1,assignment
SV0213,CSB35037,Nhập môn trí tuệ nhân tạo,CLO1,"Hiểu lịch sử, xu hướng và ứng dụng của trí tuệ nhân tạo.",PLO1,I,Nhận biết,8.09,1,assignment
SV0213,CSB35037,Nhập môn trí tuệ nhân tạo,CLO2,"Áp dụng thuật toán tìm kiếm (BFS, DFS, A*) để giải bài toán.",PLO3,R,Áp dụng,10.0,1,final
SV0213,CSB35037,Nhập môn trí tuệ nhân tạo,CLO3,Xây dựng hệ thống suy diễn logic và biểu diễn tri thức.,PLO3,R,Xây dựng,8.5,1,assignment
SV0213,CSB35037,Nhập môn trí tuệ nhân tạo,CLO4,Thiết kế và cài đặt mô hình học máy cơ bản.,PLO1,M,Thiết kế,8.66,1,final
SV0213,CSB35037,Nhập môn trí tuệ nhân tạo,CLO5,Đánh giá hiệu quả các phương pháp AI trong ứng dụng thực tế.,PLO2,M,Đánh giá,6.93,1,midterm
SV0213,BEB23122,Triết học Mác-Lênin,CLO1,"Phân tích các khái niệm, phạm trù triết học qua các thời kỳ.",PLO10,R,Phân tích,7.73,1,assignment
SV0213,BEB23122,Triết học Mác-Lênin,CLO2,Giải thích bản chất thế giới dựa trên quan điểm triết học Má,PLO10,R,Giải thích,8.9,1,assignment
SV0213,BEB23122,Triết học Mác-Lênin,CLO3,Vận dụng tư duy biện chứng để giải quyết vấn đề thực tiễn.,PLO9,I,Vận dụng,8.08,1,assignment
SV0213,BEB23122,Triết học Mác-Lênin,CLO4,Đánh giá vấn đề chính trị-xã hội qua học thuyết kinh tế-xã h,PLO10,R,Đánh giá,10.0,1,final
SV0213,BEB23122,Triết học Mác-Lênin,CLO5,"Ứng dụng triết học chính trị vào nghiên cứu đạo đức, nhân si",PLO10,R,Ứng dụng,8.62,1,final
SV0213,BEB23122,Triết học Mác-Lênin,CLO6,Phát triển tư duy phản biện và lập luận logic trong nghiên c,PLO9,I,Sáng tạo,10.0,1,final
SV0214,DSB25031,Học máy và Học sâu,CLO1,Hiểu và giải thích các thuật toán học máy cơ bản.,PLO1,R,Giải thích,4.77,0,assignment
SV0214,DSB25031,Học máy và Học sâu,CLO2,Xây dựng mô hình dự đoán và phân loại bằng scikit-learn.,PLO3,R,Xây dựng,9.0,1,final
SV0214,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,8.23,1,final
SV0214,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,7.46,1,final
SV0214,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,6.63,1,midterm
SV0214,BEB23122,Triết học Mác-Lênin,CLO1,"Phân tích các khái niệm, phạm trù triết học qua các thời kỳ.",PLO10,R,Phân tích,8.51,1,midterm
SV0214,BEB23122,Triết học Mác-Lênin,CLO2,Giải thích bản chất thế giới dựa trên quan điểm triết học Má,PLO10,R,Giải thích,5.4,0,assignment
SV0214,BEB23122,Triết học Mác-Lênin,CLO3,Vận dụng tư duy biện chứng để giải quyết vấn đề thực tiễn.,PLO9,I,Vận dụng,6.23,1,assignment
SV0214,BEB23122,Triết học Mác-Lênin,CLO4,Đánh giá vấn đề chính trị-xã hội qua học thuyết kinh tế-xã h,PLO10,R,Đánh giá,6.0,1,midterm
SV0214,BEB23122,Triết học Mác-Lênin,CLO5,"Ứng dụng triết học chính trị vào nghiên cứu đạo đức, nhân si",PLO10,R,Ứng dụng,8.98,1,assignment
SV0214,BEB23122,Triết học Mác-Lênin,CLO6,Phát triển tư duy phản biện và lập luận logic trong nghiên c,PLO9,I,Sáng tạo,8.55,1,midterm
SV0214,DBB33003,Ra quyết định dựa trên dữ liệu,CLO1,Phân tích dữ liệu để hỗ trợ ra quyết định kinh doanh.,PLO3,R,Phân tích,6.62,1,midterm
SV0214,DBB33003,Ra quyết định dựa trên dữ liệu,CLO2,Xây dựng và diễn giải dashboard quản trị dữ liệu.,PLO4,R,Xây dựng,7.48,1,midterm
SV0214,DBB33003,Ra quyết định dựa trên dữ liệu,CLO3,Ứng dụng thống kê suy diễn trong phân tích kinh doanh.,PLO4,M,Ứng dụng,3.93,0,final
SV0214,DBB33003,Ra quyết định dựa trên dữ liệu,CLO4,Lập luận và bảo vệ quyết định dựa trên bằng chứng dữ liệu.,PLO9,M,Đánh giá,5.89,1,assignment
SV0215,DBB33003,Ra quyết định dựa trên dữ liệu,CLO1,Phân tích dữ liệu để hỗ trợ ra quyết định kinh doanh.,PLO3,R,Phân tích,3.7,0,assignment
SV0215,DBB33003,Ra quyết định dựa trên dữ liệu,CLO2,Xây dựng và diễn giải dashboard quản trị dữ liệu.,PLO4,R,Xây dựng,5.21,0,midterm
SV0215,DBB33003,Ra quyết định dựa trên dữ liệu,CLO3,Ứng dụng thống kê suy diễn trong phân tích kinh doanh.,PLO4,M,Ứng dụng,6.07,1,assignment
SV0215,DBB33003,Ra quyết định dựa trên dữ liệu,CLO4,Lập luận và bảo vệ quyết định dựa trên bằng chứng dữ liệu.,PLO9,M,Đánh giá,4.33,0,assignment
SV0215,CSB35037,Nhập môn trí tuệ nhân tạo,CLO1,"Hiểu lịch sử, xu hướng và ứng dụng của trí tuệ nhân tạo.",PLO1,I,Nhận biết,6.64,1,final
SV0215,CSB35037,Nhập môn trí tuệ nhân tạo,CLO2,"Áp dụng thuật toán tìm kiếm (BFS, DFS, A*) để giải bài toán.",PLO3,R,Áp dụng,7.91,1,assignment
SV0215,CSB35037,Nhập môn trí tuệ nhân tạo,CLO3,Xây dựng hệ thống suy diễn logic và biểu diễn tri thức.,PLO3,R,Xây dựng,6.99,1,assignment
SV0215,CSB35037,Nhập môn trí tuệ nhân tạo,CLO4,Thiết kế và cài đặt mô hình học máy cơ bản.,PLO1,M,Thiết kế,4.57,0,final
SV0215,CSB35037,Nhập môn trí tuệ nhân tạo,CLO5,Đánh giá hiệu quả các phương pháp AI trong ứng dụng thực tế.,PLO2,M,Đánh giá,6.27,1,assignment
SV0215,BEB23122,Triết học Mác-Lênin,CLO1,"Phân tích các khái niệm, phạm trù triết học qua các thời kỳ.",PLO10,R,Phân tích,5.48,0,midterm
SV0215,BEB23122,Triết học Mác-Lênin,CLO2,Giải thích bản chất thế giới dựa trên quan điểm triết học Má,PLO10,R,Giải thích,3.82,0,assignment
SV0215,BEB23122,Triết học Mác-Lênin,CLO3,Vận dụng tư duy biện chứng để giải quyết vấn đề thực tiễn.,PLO9,I,Vận dụng,7.68,1,assignment
SV0215,BEB23122,Triết học Mác-Lênin,CLO4,Đánh giá vấn đề chính trị-xã hội qua học thuyết kinh tế-xã h,PLO10,R,Đánh giá,6.07,1,assignment
SV0215,BEB23122,Triết học Mác-Lênin,CLO5,"Ứng dụng triết học chính trị vào nghiên cứu đạo đức, nhân si",PLO10,R,Ứng dụng,5.28,0,assignment
SV0215,BEB23122,Triết học Mác-Lênin,CLO6,Phát triển tư duy phản biện và lập luận logic trong nghiên c,PLO9,I,Sáng tạo,8.23,1,assignment
SV0216,BEB23122,Triết học Mác-Lênin,CLO1,"Phân tích các khái niệm, phạm trù triết học qua các thời kỳ.",PLO10,R,Phân tích,5.21,0,assignment
SV0216,BEB23122,Triết học Mác-Lênin,CLO2,Giải thích bản chất thế giới dựa trên quan điểm triết học Má,PLO10,R,Giải thích,1.8,0,midterm
SV0216,BEB23122,Triết học Mác-Lênin,CLO3,Vận dụng tư duy biện chứng để giải quyết vấn đề thực tiễn.,PLO9,I,Vận dụng,2.46,0,final
SV0216,BEB23122,Triết học Mác-Lênin,CLO4,Đánh giá vấn đề chính trị-xã hội qua học thuyết kinh tế-xã h,PLO10,R,Đánh giá,5.87,1,assignment
SV0216,BEB23122,Triết học Mác-Lênin,CLO5,"Ứng dụng triết học chính trị vào nghiên cứu đạo đức, nhân si",PLO10,R,Ứng dụng,4.4,0,final
SV0216,BEB23122,Triết học Mác-Lênin,CLO6,Phát triển tư duy phản biện và lập luận logic trong nghiên c,PLO9,I,Sáng tạo,5.21,0,assignment
SV0216,DSB25031,Học máy và Học sâu,CLO1,Hiểu và giải thích các thuật toán học máy cơ bản.,PLO1,R,Giải thích,2.92,0,midterm
SV0216,DSB25031,Học máy và Học sâu,CLO2,Xây dựng mô hình dự đoán và phân loại bằng scikit-learn.,PLO3,R,Xây dựng,3.08,0,midterm
SV0216,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,2.28,0,midterm
SV0216,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,4.45,0,assignment
SV0216,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,2.36,0,midterm
SV0216,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,4.18,0,midterm
SV0216,CSB25017,Lập trình hướng đối tượng,CLO2,Thiết kế và cài đặt chương trình theo mô hình OOP.,PLO2,R,Thiết kế,2.33,0,midterm
SV0216,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,3.82,0,midterm
SV0216,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,2.11,0,final
SV0216,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,3.03,0,assignment
SV0217,DSB23018,Phân tích dữ liệu lớn,CLO1,"Mô tả và phân biệt các đặc điểm của dữ liệu lớn (Volume, Vel",PLO3,I,Mô tả,7.73,1,midterm
SV0217,DSB23018,Phân tích dữ liệu lớn,CLO2,Sử dụng công cụ Hadoop/Spark để xử lý dữ liệu phân tán.,PLO3,R,Sử dụng,9.58,1,assignment
SV0217,DSB23018,Phân tích dữ liệu lớn,CLO3,Phân tích và trực quan hóa dữ liệu lớn bằng Python.,PLO4,R,Phân tích,7.19,1,midterm
SV0217,DSB23018,Phân tích dữ liệu lớn,CLO4,Thiết kế pipeline xử lý dữ liệu cho bài toán thực tế.,PLO5,M,Thiết kế,7.7,1,assignment
SV0217,DBB33003,Ra quyết định dựa trên dữ liệu,CLO1,Phân tích dữ liệu để hỗ trợ ra quyết định kinh doanh.,PLO3,R,Phân tích,6.63,1,final
SV0217,DBB33003,Ra quyết định dựa trên dữ liệu,CLO2,Xây dựng và diễn giải dashboard quản trị dữ liệu.,PLO4,R,Xây dựng,9.15,1,midterm
SV0217,DBB33003,Ra quyết định dựa trên dữ liệu,CLO3,Ứng dụng thống kê suy diễn trong phân tích kinh doanh.,PLO4,M,Ứng dụng,6.77,1,assignment
SV0217,DBB33003,Ra quyết định dựa trên dữ liệu,CLO4,Lập luận và bảo vệ quyết định dựa trên bằng chứng dữ liệu.,PLO9,M,Đánh giá,9.05,1,final
SV0217,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,6.23,1,assignment
SV0217,CSB25017,Lập trình hướng đối tượng,CLO2,Thiết kế và cài đặt chương trình theo mô hình OOP.,PLO2,R,Thiết kế,8.41,1,final
SV0217,CSB25017,Lập trình hướng đối tượng,CLO3,"Ứng dụng kế thừa, đa hình, đóng gói vào bài toán thực tế.",PLO1,M,Ứng dụng,9.12,1,midterm
SV0217,CSB25017,Lập trình hướng đối tượng,CLO4,Phân tích và debug lỗi trong chương trình hướng đối tượng.,PLO2,M,Phân tích,4.43,0,midterm
SV0217,CSB25017,Lập trình hướng đối tượng,CLO5,Sử dụng design patterns cơ bản trong phát triển phần mềm.,PLO2,M,Vận dụng,5.65,1,assignment
SV0218,CSB35037,Nhập môn trí tuệ nhân tạo,CLO1,"Hiểu lịch sử, xu hướng và ứng dụng của trí tuệ nhân tạo.",PLO1,I,Nhận biết,5.06,0,assignment
SV0218,CSB35037,Nhập môn trí tuệ nhân tạo,CLO2,"Áp dụng thuật toán tìm kiếm (BFS, DFS, A*) để giải bài toán.",PLO3,R,Áp dụng,6.25,1,assignment
SV0218,CSB35037,Nhập môn trí tuệ nhân tạo,CLO3,Xây dựng hệ thống suy diễn logic và biểu diễn tri thức.,PLO3,R,Xây dựng,4.94,0,final
SV0218,CSB35037,Nhập môn trí tuệ nhân tạo,CLO4,Thiết kế và cài đặt mô hình học máy cơ bản.,PLO1,M,Thiết kế,4.77,0,final
SV0218,CSB35037,Nhập môn trí tuệ nhân tạo,CLO5,Đánh giá hiệu quả các phương pháp AI trong ứng dụng thực tế.,PLO2,M,Đánh giá,5.54,1,midterm
SV0218,BEB23122,Triết học Mác-Lênin,CLO1,"Phân tích các khái niệm, phạm trù triết học qua các thời kỳ.",PLO10,R,Phân tích,5.29,0,midterm
SV0218,BEB23122,Triết học Mác-Lênin,CLO2,Giải thích bản chất thế giới dựa trên quan điểm triết học Má,PLO10,R,Giải thích,6.34,1,final
SV0218,BEB23122,Triết học Mác-Lênin,CLO3,Vận dụng tư duy biện chứng để giải quyết vấn đề thực tiễn.,PLO9,I,Vận dụng,5.79,1,assignment
SV0218,BEB23122,Triết học Mác-Lênin,CLO4,Đánh giá vấn đề chính trị-xã hội qua học thuyết kinh tế-xã h,PLO10,R,Đánh giá,5.79,1,final
SV0218,BEB23122,Triết học Mác-Lênin,CLO5,"Ứng dụng triết học chính trị vào nghiên cứu đạo đức, nhân si",PLO10,R,Ứng dụng,5.01,0,assignment
SV0218,BEB23122,Triết học Mác-Lênin,CLO6,Phát triển tư duy phản biện và lập luận logic trong nghiên c,PLO9,I,Sáng tạo,4.4,0,final
SV0218,DSB23018,Phân tích dữ liệu lớn,CLO1,"Mô tả và phân biệt các đặc điểm của dữ liệu lớn (Volume, Vel",PLO3,I,Mô tả,6.04,1,final
SV0218,DSB23018,Phân tích dữ liệu lớn,CLO2,Sử dụng công cụ Hadoop/Spark để xử lý dữ liệu phân tán.,PLO3,R,Sử dụng,3.89,0,midterm
SV0218,DSB23018,Phân tích dữ liệu lớn,CLO3,Phân tích và trực quan hóa dữ liệu lớn bằng Python.,PLO4,R,Phân tích,3.71,0,final
SV0218,DSB23018,Phân tích dữ liệu lớn,CLO4,Thiết kế pipeline xử lý dữ liệu cho bài toán thực tế.,PLO5,M,Thiết kế,5.57,1,final
SV0219,CSB35037,Nhập môn trí tuệ nhân tạo,CLO1,"Hiểu lịch sử, xu hướng và ứng dụng của trí tuệ nhân tạo.",PLO1,I,Nhận biết,9.4,1,assignment
SV0219,CSB35037,Nhập môn trí tuệ nhân tạo,CLO2,"Áp dụng thuật toán tìm kiếm (BFS, DFS, A*) để giải bài toán.",PLO3,R,Áp dụng,9.34,1,midterm
SV0219,CSB35037,Nhập môn trí tuệ nhân tạo,CLO3,Xây dựng hệ thống suy diễn logic và biểu diễn tri thức.,PLO3,R,Xây dựng,7.61,1,assignment
SV0219,CSB35037,Nhập môn trí tuệ nhân tạo,CLO4,Thiết kế và cài đặt mô hình học máy cơ bản.,PLO1,M,Thiết kế,7.59,1,midterm
SV0219,CSB35037,Nhập môn trí tuệ nhân tạo,CLO5,Đánh giá hiệu quả các phương pháp AI trong ứng dụng thực tế.,PLO2,M,Đánh giá,9.83,1,assignment
SV0219,DSB25031,Học máy và Học sâu,CLO1,Hiểu và giải thích các thuật toán học máy cơ bản.,PLO1,R,Giải thích,9.19,1,assignment
SV0219,DSB25031,Học máy và Học sâu,CLO2,Xây dựng mô hình dự đoán và phân loại bằng scikit-learn.,PLO3,R,Xây dựng,9.04,1,final
SV0219,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,8.05,1,final
SV0219,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,10.0,1,final
SV0219,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,8.63,1,midterm
SV0219,DSB23018,Phân tích dữ liệu lớn,CLO1,"Mô tả và phân biệt các đặc điểm của dữ liệu lớn (Volume, Vel",PLO3,I,Mô tả,7.87,1,assignment
SV0219,DSB23018,Phân tích dữ liệu lớn,CLO2,Sử dụng công cụ Hadoop/Spark để xử lý dữ liệu phân tán.,PLO3,R,Sử dụng,9.92,1,midterm
SV0219,DSB23018,Phân tích dữ liệu lớn,CLO3,Phân tích và trực quan hóa dữ liệu lớn bằng Python.,PLO4,R,Phân tích,10.0,1,final
SV0219,DSB23018,Phân tích dữ liệu lớn,CLO4,Thiết kế pipeline xử lý dữ liệu cho bài toán thực tế.,PLO5,M,Thiết kế,6.73,1,final
SV0220,DSB25031,Học máy và Học sâu,CLO1,Hiểu và giải thích các thuật toán học máy cơ bản.,PLO1,R,Giải thích,5.85,1,assignment
SV0220,DSB25031,Học máy và Học sâu,CLO2,Xây dựng mô hình dự đoán và phân loại bằng scikit-learn.,PLO3,R,Xây dựng,6.08,1,midterm
SV0220,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,5.67,1,final
SV0220,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,4.94,0,midterm
SV0220,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,6.96,1,assignment
SV0220,DBB33003,Ra quyết định dựa trên dữ liệu,CLO1,Phân tích dữ liệu để hỗ trợ ra quyết định kinh doanh.,PLO3,R,Phân tích,4.2,0,midterm
SV0220,DBB33003,Ra quyết định dựa trên dữ liệu,CLO2,Xây dựng và diễn giải dashboard quản trị dữ liệu.,PLO4,R,Xây dựng,6.04,1,midterm
SV0220,DBB33003,Ra quyết định dựa trên dữ liệu,CLO3,Ứng dụng thống kê suy diễn trong phân tích kinh doanh.,PLO4,M,Ứng dụng,3.76,0,assignment
SV0220,DBB33003,Ra quyết định dựa trên dữ liệu,CLO4,Lập luận và bảo vệ quyết định dựa trên bằng chứng dữ liệu.,PLO9,M,Đánh giá,5.26,0,final
SV0220,BEB23122,Triết học Mác-Lênin,CLO1,"Phân tích các khái niệm, phạm trù triết học qua các thời kỳ.",PLO10,R,Phân tích,5.2,0,final
SV0220,BEB23122,Triết học Mác-Lênin,CLO2,Giải thích bản chất thế giới dựa trên quan điểm triết học Má,PLO10,R,Giải thích,5.95,1,midterm
SV0220,BEB23122,Triết học Mác-Lênin,CLO3,Vận dụng tư duy biện chứng để giải quyết vấn đề thực tiễn.,PLO9,I,Vận dụng,6.21,1,assignment
SV0220,BEB23122,Triết học Mác-Lênin,CLO4,Đánh giá vấn đề chính trị-xã hội qua học thuyết kinh tế-xã h,PLO10,R,Đánh giá,3.38,0,midterm
SV0220,BEB23122,Triết học Mác-Lênin,CLO5,"Ứng dụng triết học chính trị vào nghiên cứu đạo đức, nhân si",PLO10,R,Ứng dụng,7.21,1,midterm
SV0220,BEB23122,Triết học Mác-Lênin,CLO6,Phát triển tư duy phản biện và lập luận logic trong nghiên c,PLO9,I,Sáng tạo,4.68,0,midterm
SV0221,DBB33003,Ra quyết định dựa trên dữ liệu,CLO1,Phân tích dữ liệu để hỗ trợ ra quyết định kinh doanh.,PLO3,R,Phân tích,5.28,0,midterm
SV0221,DBB33003,Ra quyết định dựa trên dữ liệu,CLO2,Xây dựng và diễn giải dashboard quản trị dữ liệu.,PLO4,R,Xây dựng,5.1,0,final
SV0221,DBB33003,Ra quyết định dựa trên dữ liệu,CLO3,Ứng dụng thống kê suy diễn trong phân tích kinh doanh.,PLO4,M,Ứng dụng,3.32,0,midterm
SV0221,DBB33003,Ra quyết định dựa trên dữ liệu,CLO4,Lập luận và bảo vệ quyết định dựa trên bằng chứng dữ liệu.,PLO9,M,Đánh giá,3.64,0,assignment
SV0221,CSB35037,Nhập môn trí tuệ nhân tạo,CLO1,"Hiểu lịch sử, xu hướng và ứng dụng của trí tuệ nhân tạo.",PLO1,I,Nhận biết,5.59,1,final
SV0221,CSB35037,Nhập môn trí tuệ nhân tạo,CLO2,"Áp dụng thuật toán tìm kiếm (BFS, DFS, A*) để giải bài toán.",PLO3,R,Áp dụng,5.55,1,midterm
SV0221,CSB35037,Nhập môn trí tuệ nhân tạo,CLO3,Xây dựng hệ thống suy diễn logic và biểu diễn tri thức.,PLO3,R,Xây dựng,3.72,0,midterm
SV0221,CSB35037,Nhập môn trí tuệ nhân tạo,CLO4,Thiết kế và cài đặt mô hình học máy cơ bản.,PLO1,M,Thiết kế,3.44,0,final
SV0221,CSB35037,Nhập môn trí tuệ nhân tạo,CLO5,Đánh giá hiệu quả các phương pháp AI trong ứng dụng thực tế.,PLO2,M,Đánh giá,2.66,0,final
SV0221,DSB25031,Học máy và Học sâu,CLO1,Hiểu và giải thích các thuật toán học máy cơ bản.,PLO1,R,Giải thích,6.05,1,final
SV0221,DSB25031,Học máy và Học sâu,CLO2,Xây dựng mô hình dự đoán và phân loại bằng scikit-learn.,PLO3,R,Xây dựng,6.93,1,midterm
SV0221,DSB25031,Học máy và Học sâu,CLO3,"Thiết kế và huấn luyện mạng nơ-ron nhân tạo (ANN, CNN, RNN).",PLO3,M,Thiết kế,6.35,1,assignment
SV0221,DSB25031,Học máy và Học sâu,CLO4,"Đánh giá và cải thiện hiệu suất mô hình (overfitting, regula",PLO3,M,Đánh giá,4.86,0,midterm
SV0221,DSB25031,Học máy và Học sâu,CLO5,"Ứng dụng deep learning vào bài toán thực tế (NLP, Computer V",PLO2,M,Ứng dụng,5.46,0,midterm
SV0222,CSB25017,Lập trình hướng đối tượng,CLO1,"Hiểu và giải thích các khái niệm OOP cơ bản (class, object, ",PLO1,R,Giải thích,7.12,1,final
